Tue Aug  4 12:06:23 2020
Program 4: 60s Stillstand
{'Time': 9641, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 6.03, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 1139}
{'Time': 10746, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 5.99, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 10843, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 5.99, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 10947, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 5.99, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 11043, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 5.98, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 11146, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 5.99, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 11243, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 5.99, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 11346, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 5.99, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 11443, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 5.99, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 11547, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 5.98, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 11643, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 5.98, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 11746, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 11844, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 11951, 'Left_wheel_dist': -6, 'Right_wheel_dist': -6, 'IMU_roll': -0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.47, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 12048, 'Left_wheel_dist': -17, 'Right_wheel_dist': -17, 'IMU_roll': -0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.48, 'IMU_Acc_y': -0.21, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 12147, 'Left_wheel_dist': -34, 'Right_wheel_dist': -34, 'IMU_roll': -0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.35, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 12247, 'Left_wheel_dist': -54, 'Right_wheel_dist': -54, 'IMU_roll': 0.00, 'IMU_pitch': -0.04, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.33, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 12345, 'Left_wheel_dist': -78, 'Right_wheel_dist': -78, 'IMU_roll': 0.00, 'IMU_pitch': -0.03, 'IMU_yaw': 5.98, 'IMU_Acc_x': -0.26, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 12444, 'Left_wheel_dist': -104, 'Right_wheel_dist': -104, 'IMU_roll': 0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 5.99, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 12545, 'Left_wheel_dist': -130, 'Right_wheel_dist': -133, 'IMU_roll': 0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 5.99, 'IMU_Acc_x': -0.29, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 12644, 'Left_wheel_dist': -159, 'Right_wheel_dist': -161, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 6.00, 'IMU_Acc_x': 0.08, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.70, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 12751, 'Left_wheel_dist': -196, 'Right_wheel_dist': -191, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 6.00, 'IMU_Acc_x': 0.15, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 12851, 'Left_wheel_dist': -226, 'Right_wheel_dist': -215, 'IMU_roll': 0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 6.01, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.84, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 12950, 'Left_wheel_dist': -255, 'Right_wheel_dist': -239, 'IMU_roll': 0.04, 'IMU_pitch': 0.02, 'IMU_yaw': 6.01, 'IMU_Acc_x': 0.45, 'IMU_Acc_y': 0.68, 'IMU_Acc_z': 9.64, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13050, 'Left_wheel_dist': -274, 'Right_wheel_dist': -270, 'IMU_roll': 0.05, 'IMU_pitch': -0.01, 'IMU_yaw': 6.03, 'IMU_Acc_x': -0.34, 'IMU_Acc_y': 0.60, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13150, 'Left_wheel_dist': -290, 'Right_wheel_dist': -307, 'IMU_roll': 0.06, 'IMU_pitch': -0.01, 'IMU_yaw': 6.07, 'IMU_Acc_x': -0.19, 'IMU_Acc_y': 0.54, 'IMU_Acc_z': 9.66, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 13249, 'Left_wheel_dist': -311, 'Right_wheel_dist': -344, 'IMU_roll': 0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 6.12, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.35, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13348, 'Left_wheel_dist': -333, 'Right_wheel_dist': -381, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 6.16, 'IMU_Acc_x': -0.21, 'IMU_Acc_y': -0.34, 'IMU_Acc_z': 9.89, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13448, 'Left_wheel_dist': -361, 'Right_wheel_dist': -418, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 6.20, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': -0.43, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 13547, 'Left_wheel_dist': -394, 'Right_wheel_dist': -453, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 6.23, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.64, 'IMU_Acc_z': 9.58, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13646, 'Left_wheel_dist': -423, 'Right_wheel_dist': -486, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 6.24, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': -0.39, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13746, 'Left_wheel_dist': -455, 'Right_wheel_dist': -516, 'IMU_roll': -0.02, 'IMU_pitch': -0.00, 'IMU_yaw': 6.25, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': -0.32, 'IMU_Acc_z': 9.40, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 13847, 'Left_wheel_dist': -490, 'Right_wheel_dist': -542, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 6.25, 'IMU_Acc_x': -0.59, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 10.39, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 13946, 'Left_wheel_dist': -527, 'Right_wheel_dist': -575, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 6.26, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 10.13, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 14053, 'Left_wheel_dist': -566, 'Right_wheel_dist': -608, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 6.26, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 14152, 'Left_wheel_dist': -604, 'Right_wheel_dist': -638, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 6.26, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 14252, 'Left_wheel_dist': -636, 'Right_wheel_dist': -673, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 6.25, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 14350, 'Left_wheel_dist': -673, 'Right_wheel_dist': -708, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 6.25, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 14449, 'Left_wheel_dist': -704, 'Right_wheel_dist': -741, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 6.25, 'IMU_Acc_x': 0.16, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 14548, 'Left_wheel_dist': -732, 'Right_wheel_dist': -776, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 6.25, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.69, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 14647, 'Left_wheel_dist': -765, 'Right_wheel_dist': -808, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 6.25, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': 0.13, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 14754, 'Left_wheel_dist': -798, 'Right_wheel_dist': -854, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 6.26, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 14854, 'Left_wheel_dist': -824, 'Right_wheel_dist': -898, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 6.27, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 14953, 'Left_wheel_dist': -856, 'Right_wheel_dist': -944, 'IMU_roll': 0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 0.00, 'IMU_Acc_x': -0.31, 'IMU_Acc_y': 0.39, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 15052, 'Left_wheel_dist': -891, 'Right_wheel_dist': -985, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 0.02, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 15152, 'Left_wheel_dist': -928, 'Right_wheel_dist': -1024, 'IMU_roll': -0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 0.03, 'IMU_Acc_x': -0.50, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.64, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 15251, 'Left_wheel_dist': -968, 'Right_wheel_dist': -1068, 'IMU_roll': -0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 0.03, 'IMU_Acc_x': -0.27, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 9.73, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 15351, 'Left_wheel_dist': -1007, 'Right_wheel_dist': -1112, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 0.03, 'IMU_Acc_x': -0.17, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 15451, 'Left_wheel_dist': -1048, 'Right_wheel_dist': -1153, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 0.03, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 15550, 'Left_wheel_dist': -1090, 'Right_wheel_dist': -1194, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 0.03, 'IMU_Acc_x': -0.28, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 15649, 'Left_wheel_dist': -1129, 'Right_wheel_dist': -1242, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 0.04, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 15749, 'Left_wheel_dist': -1173, 'Right_wheel_dist': -1290, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 0.04, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.91, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 15849, 'Left_wheel_dist': -1212, 'Right_wheel_dist': -1334, 'IMU_roll': -0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 0.04, 'IMU_Acc_x': -0.38, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 15948, 'Left_wheel_dist': -1256, 'Right_wheel_dist': -1378, 'IMU_roll': -0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 0.05, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16049, 'Left_wheel_dist': -1297, 'Right_wheel_dist': -1421, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 0.05, 'IMU_Acc_x': -0.24, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 16149, 'Left_wheel_dist': -1341, 'Right_wheel_dist': -1469, 'IMU_roll': -0.03, 'IMU_pitch': -0.01, 'IMU_yaw': 0.05, 'IMU_Acc_x': -0.01, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.70, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16249, 'Left_wheel_dist': -1384, 'Right_wheel_dist': -1513, 'IMU_roll': -0.03, 'IMU_pitch': -0.01, 'IMU_yaw': 0.05, 'IMU_Acc_x': -0.10, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16349, 'Left_wheel_dist': -1423, 'Right_wheel_dist': -1554, 'IMU_roll': -0.02, 'IMU_pitch': -0.00, 'IMU_yaw': 0.05, 'IMU_Acc_x': 0.00, 'IMU_Acc_y': 0.17, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 16449, 'Left_wheel_dist': -1467, 'Right_wheel_dist': -1598, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 0.05, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': 0.20, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16549, 'Left_wheel_dist': -1506, 'Right_wheel_dist': -1646, 'IMU_roll': -0.03, 'IMU_pitch': -0.00, 'IMU_yaw': 0.05, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.62, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16649, 'Left_wheel_dist': -1548, 'Right_wheel_dist': -1692, 'IMU_roll': -0.04, 'IMU_pitch': -0.00, 'IMU_yaw': 0.04, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16749, 'Left_wheel_dist': -1587, 'Right_wheel_dist': -1731, 'IMU_roll': -0.04, 'IMU_pitch': 0.01, 'IMU_yaw': 0.02, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.61, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16849, 'Left_wheel_dist': -1628, 'Right_wheel_dist': -1770, 'IMU_roll': -0.04, 'IMU_pitch': -0.01, 'IMU_yaw': 0.01, 'IMU_Acc_x': -0.25, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 16949, 'Left_wheel_dist': -1670, 'Right_wheel_dist': -1809, 'IMU_roll': -0.04, 'IMU_pitch': -0.02, 'IMU_yaw': 6.27, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.17, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 17056, 'Left_wheel_dist': -1711, 'Right_wheel_dist': -1853, 'IMU_roll': -0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 6.25, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.25, 'IMU_Acc_z': 10.19, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 17156, 'Left_wheel_dist': -1753, 'Right_wheel_dist': -1890, 'IMU_roll': -0.07, 'IMU_pitch': -0.07, 'IMU_yaw': 6.23, 'IMU_Acc_x': -0.66, 'IMU_Acc_y': -0.55, 'IMU_Acc_z': 9.54, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 17254, 'Left_wheel_dist': -1794, 'Right_wheel_dist': -1923, 'IMU_roll': -0.09, 'IMU_pitch': -0.06, 'IMU_yaw': 6.21, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': -0.43, 'IMU_Acc_z': 9.64, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 17353, 'Left_wheel_dist': -1840, 'Right_wheel_dist': -1955, 'IMU_roll': -0.09, 'IMU_pitch': -0.06, 'IMU_yaw': 6.16, 'IMU_Acc_x': -0.23, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 17453, 'Left_wheel_dist': -1884, 'Right_wheel_dist': -1988, 'IMU_roll': -0.11, 'IMU_pitch': -0.08, 'IMU_yaw': 6.08, 'IMU_Acc_x': -0.14, 'IMU_Acc_y': -0.28, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 17551, 'Left_wheel_dist': -1927, 'Right_wheel_dist': -2023, 'IMU_roll': -0.10, 'IMU_pitch': -0.12, 'IMU_yaw': 6.00, 'IMU_Acc_x': -0.27, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.62, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 17650, 'Left_wheel_dist': -1973, 'Right_wheel_dist': -2060, 'IMU_roll': -0.11, 'IMU_pitch': -0.12, 'IMU_yaw': 5.90, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 10.23, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 17751, 'Left_wheel_dist': -2014, 'Right_wheel_dist': -2095, 'IMU_roll': -0.11, 'IMU_pitch': -0.13, 'IMU_yaw': 5.79, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 9.59, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 17849, 'Left_wheel_dist': -2058, 'Right_wheel_dist': -2126, 'IMU_roll': -0.10, 'IMU_pitch': -0.13, 'IMU_yaw': 5.68, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 17955, 'Left_wheel_dist': -2102, 'Right_wheel_dist': -2158, 'IMU_roll': -0.08, 'IMU_pitch': -0.12, 'IMU_yaw': 5.58, 'IMU_Acc_x': -0.01, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 10.26, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 18055, 'Left_wheel_dist': -2147, 'Right_wheel_dist': -2189, 'IMU_roll': -0.07, 'IMU_pitch': -0.11, 'IMU_yaw': 5.47, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 9}
